transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
9606,59,2457,7/4/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37874
11255,0,2457,12/1/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,40410
15415,85,2457,8/11/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,42226
15547,99,2457,31/5/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",37823
1800,69,2456,16/7/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879
6934,55,2456,31/3/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823
8061,99,2456,9/1/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,34556
9498,34,2456,12/7/2017,TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698
11016,0,2456,12/5/2017,,Approved,,,,,1719.95,,
15289,62,2456,3/6/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143
2939,59,2455,10/8/2017,FALSE,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170
4697,99,2455,20/7/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,34556
7148,17,2455,11/3/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378
11747,89,2455,7/5/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079
13432,74,2455,16/10/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,36668
14247,6,2455,14/8/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659
15685,43,2455,22/1/2017,TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498
16677,88,2455,17/1/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145
2876,3,2454,13/5/2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,40649
3578,3,2454,14/1/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,33549
4714,0,2454,5/11/2017,TRUE,Approved,,,,,437.51,,
5017,69,2454,2/6/2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879
5858,87,2454,31/8/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,36145
6734,52,2454,7/9/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,35470
7997,20,2454,20/11/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",36334
8263,27,2454,15/3/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,33552
11263,50,2454,1/12/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37823
12669,89,2454,3/11/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,37539
13018,6,2454,30/6/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659
783,0,2453,7/8/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
8637,29,2453,27/10/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833
8673,91,2453,4/11/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922
14004,0,2453,7/2/2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
16061,17,2453,1/6/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079
18564,0,2453,24/6/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
6434,58,2452,15/11/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295
8617,14,2452,3/3/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",34586
11470,42,2452,21/12/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",41064
14865,91,2452,25/11/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,38002
4931,21,2451,29/1/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,42404
18039,17,2451,13/12/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,42404
18776,43,2451,6/9/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,37668
15245,83,2450,22/2/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,38482
19896,24,2450,20/11/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,37337
4138,96,2449,15/10/2017,FALSE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539
5022,89,2449,8/6/2017,,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079
6620,53,2449,22/5/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470
12616,57,2449,28/1/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259
16980,8,2449,16/2/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",40649
17274,11,2449,22/8/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
40,0,2448,28/11/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
887,41,2448,14/10/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,38693
13506,45,2448,24/12/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258
14307,5,2448,1/9/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573
17138,50,2448,10/5/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337
19345,66,2448,1/3/2017,FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560
2098,53,2447,24/1/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,33259
10807,28,2447,21/11/2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",39031
16210,98,2447,2/11/2017,TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,34556
16795,15,2447,20/5/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,40303
17403,64,2447,19/8/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,42145
18639,74,2447,17/6/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,38859
19754,8,2447,31/5/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",40649
1413,79,2446,20/10/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873
4917,80,2446,19/9/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455
7456,24,2446,2/1/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,40670
8251,53,2446,11/4/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470
10212,75,2446,13/1/2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859
10323,89,2446,26/5/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079
13331,13,2446,24/1/2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560
6096,82,2445,13/12/2017,FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226
8917,40,2445,17/10/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38750
9518,72,2445,21/11/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
14013,32,2445,26/5/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337
14024,94,2445,12/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434
2630,86,2444,16/4/2017,FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698
8103,36,2444,7/2/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427
12466,96,2444,16/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434
13168,21,2444,31/5/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
2253,0,2443,18/12/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367
3677,14,2443,25/8/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996
5617,98,2443,11/1/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470
10641,14,2443,9/2/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996
17563,72,2443,17/2/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295
18952,56,2443,13/4/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244
2861,98,2442,4/8/2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002
3401,77,2442,28/8/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,42218
5137,45,2442,30/4/2017,FALSE,Approved,Solex,Standard,medium,medium,441.49,$84.99,39427
12377,37,2442,8/9/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,40336
19508,66,2442,11/10/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,37499
19645,66,2442,12/7/2017,FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40410
4997,6,2441,2/12/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,35052
9855,7,2441,23/2/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",35052
858,81,2440,8/3/2017,TRUE,Cancelled,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429
1866,47,2440,1/5/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991
7991,51,2440,9/10/2017,TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009
18972,23,2440,7/11/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244
4257,6,2439,18/8/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659
5282,20,2439,15/1/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",40303
8320,41,2439,30/8/2017,FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
9239,38,2439,12/12/2017,TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618
9967,72,2439,24/10/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,42710
16199,63,2439,14/4/2017,FALSE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146
1030,49,2438,3/12/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,35470
1651,36,2438,1/2/2017,FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
2859,78,2438,3/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38206
6642,35,2438,2/6/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,39526
7705,1,2438,9/8/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,41167
16685,19,2438,25/4/2017,TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,36334
19284,84,2438,9/3/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,35667
11309,23,2437,15/6/2017,TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,41064
11780,30,2437,1/3/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,41922
5419,27,2436,27/4/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
7660,89,2436,7/8/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079
8897,76,2436,15/1/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922
16487,92,2436,14/12/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626
1309,76,2435,29/8/2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922
1932,24,2435,22/7/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,40670
2559,59,2435,30/7/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170
6891,78,2435,12/2/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
17312,8,2435,15/1/2017,FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",40649
85,84,2434,13/2/2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339
1157,64,2434,17/2/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047
1589,37,2434,9/11/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,36361
2891,48,2434,8/7/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,41848
5024,100,2434,10/5/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364
11643,21,2434,6/3/2017,FALSE,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160
15486,32,2434,30/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337
15522,19,2434,30/12/2017,FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
17380,73,2434,5/4/2017,TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
3922,9,2433,18/7/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",39031
4907,0,2433,24/1/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,34527
5055,5,2433,23/6/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38258
6488,17,2433,4/12/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,36367
11611,89,2433,22/11/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,38991
11625,14,2433,29/9/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",37499
12960,22,2433,10/3/2017,TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,35160
14463,61,2433,18/2/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,38206
19391,66,2433,20/6/2017,TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,34586
19703,62,2433,26/1/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,42404
3554,62,2432,28/11/2017,,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143
4888,65,2432,1/9/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,33879
5699,22,2432,20/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,42404
7245,61,2432,30/7/2017,TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
10706,69,2432,4/1/2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,41922
12126,88,2432,1/2/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,38482
16289,0,2432,18/5/2017,FALSE,Approved,,,,,489.58,,
9072,14,2431,26/5/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",35378
15875,22,2431,24/5/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34115
73,22,2430,23/7/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165
2300,50,2430,17/8/2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
9841,35,2430,4/5/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,34527
13343,3,2430,6/9/2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167
5324,58,2429,19/5/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,36146
15603,44,2429,18/2/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,38991
17883,4,2429,22/5/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,40784
761,4,2428,20/12/2017,,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,33549
2764,17,2428,21/7/2017,TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,41345
8321,87,2428,13/8/2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,36833
8752,62,2428,1/11/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,42105
11272,46,2428,29/4/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,35470
11452,43,2428,23/11/2017,FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,39427
11820,37,2428,2/10/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,40672
13473,31,2428,14/11/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,40336
15054,57,2428,30/8/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34143
6474,6,2427,14/2/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,35052
6581,7,2427,6/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",35560
7950,79,2427,12/9/2017,TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533
8340,6,2427,30/10/2017,FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,37698
10743,52,2427,27/12/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,37337
15431,15,2427,1/11/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,35707
17,79,2426,3/4/2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,38206
302,42,2426,17/3/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",36498
1038,88,2426,31/8/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36833
4030,71,2426,23/8/2017,FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",37873
10524,26,2426,14/12/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,36334
3086,1,2425,13/10/2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688
5588,81,2425,15/10/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,34079
5857,62,2425,16/7/2017,TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,36146
7574,2,2425,3/11/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41701
9516,97,2425,14/1/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,34556
10100,83,2425,9/8/2017,FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,36367
11428,77,2425,22/12/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,41533
17739,93,2425,23/5/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,34556
19521,87,2425,9/11/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,36145
7206,0,2424,26/1/2017,TRUE,Approved,,,,,330.36,,
8372,5,2424,23/7/2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,41701
12012,87,2424,22/5/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,37874
12052,10,2424,2/9/2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
13885,67,2424,24/10/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,34996
14684,18,2424,1/4/2017,FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,42404
17338,77,2424,19/4/2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,42226
17193,97,2423,1/11/2017,FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,38002
1940,27,2422,16/3/2017,FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,34527
3478,76,2422,28/11/2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539
12473,0,2422,22/6/2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
15053,0,2422,19/5/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
16830,17,2422,1/9/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079
1697,56,2421,30/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,33259
6424,91,2421,6/2/2017,FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,41434
11376,80,2421,4/12/2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,42218
11488,22,2421,10/4/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34244
15267,28,2421,27/5/2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",37337
19748,97,2421,10/9/2017,TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,38002
1576,0,2420,5/5/2017,TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
16203,92,2420,13/8/2017,TRUE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259
19565,0,2420,28/6/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165
742,0,2419,9/11/2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
6700,59,2419,18/2/2017,FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626
10680,0,2419,19/10/2017,FALSE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143
13022,99,2419,24/4/2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991
13604,32,2419,28/6/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,35667
13789,54,2419,4/3/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145
18807,58,2419,31/3/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220
19815,0,2419,20/5/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,37659
3318,24,2418,1/1/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,36334
4856,68,2418,28/12/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,34996
6376,50,2418,6/6/2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
6873,46,2418,17/6/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,41009
9108,14,2418,7/11/2017,FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",35378
14873,53,2418,2/3/2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35707
16001,51,2418,26/12/2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",42295
10552,4,2417,8/12/2017,FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573
14741,27,2416,26/3/2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
18739,47,2416,22/5/2017,FALSE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991
2668,55,2415,17/11/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823
2880,76,2415,6/9/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922
3861,2,2415,30/9/2017,FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245
5626,59,2415,30/4/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170
14081,9,2415,10/7/2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,33549
770,4,2414,10/9/2017,,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38258
9001,42,2414,26/12/2017,FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",40672
11941,7,2414,8/3/2017,TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38216
12133,48,2414,6/5/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,37823
1812,0,2413,18/10/2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,42458
5027,62,2413,16/6/2017,FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378
6548,46,2413,10/5/2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,40672
7562,36,2413,20/3/2017,TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39915
7659,11,2413,17/6/2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1775.81,"$1,580.47",33455
13417,91,2413,24/8/2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,37873
14385,52,2413,2/11/2017,FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,34115
863,100,2412,7/3/2017,TRUE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364
6037,31,2412,16/3/2017,TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
12348,5,2412,28/3/2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784
13149,39,2412,28/4/2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336
15464,65,2412,13/12/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145
15671,94,2412,10/12/2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,41434
5317,40,2411,21/5/2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,37823
6315,33,2411,29/3/2017,TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",39526
6510,77,2411,11/5/2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672
11483,49,2411,31/1/2017,TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170
248,57,2410,21/7/2017,FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,34143
3156,7,2410,29/10/2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,33549
3928,2,2410,4/2/2017,TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,41245
4799,16,2410,7/7/2017,TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",39880
17387,72,2410,24/11/2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,36668
18465,65,2410,27/6/2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42105
19046,0,2410,2/11/2017,TRUE,Approved,,,,,877.6,,
184,71,2409,5/7/2017,TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996
6939,21,2409,9/10/2017,TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160
8121,24,2409,27/2/2017,TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,40670
9370,90,2409,13/3/2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
12813,77,2409,20/1/2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,40553
18784,86,2409,11/11/2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,38206
